資料基準年度,產業別,市場,臺灣對該市場出口額USD千美元,臺灣對該市場出口額排名,市場成長率%,市場占比%
112,珠寶及貴金屬製品,波蘭,4.59,56,28.26,0.00
112,珠寶及貴金屬製品,塞爾維亞,3.46,57,0.00,0.00
112,珠寶及貴金屬製品,美屬維京群島,2.84,58,-37.45,0.00
112,珠寶及貴金屬製品,俄羅斯,2.62,59,0.00,0.00
112,珠寶及貴金屬製品,墨西哥,2.12,60,-98.91,0.00
112,珠寶及貴金屬製品,波多黎各,2.04,61,0.00,0.00
112,珠寶及貴金屬製品,奈及利亞,1.18,62,0.00,0.00
112,珠寶及貴金屬製品,匈牙利,0.52,63,0.00,0.00
112,珠寶及貴金屬製品,立陶宛,0.45,64,346.31,0.00
112,珠寶及貴金屬製品,馬紹爾群島共和國,0.32,65,0.00,0.00
112,珠寶及貴金屬製品,瓜地馬拉,0.22,66,0.00,0.00
112,珠寶及貴金屬製品,貝里斯,0.16,67,0.00,0.00
112,珠寶及貴金屬製品,哥斯大黎加,0.13,68,-98.46,0.00
112,珠寶及貴金屬製品,蘇利南,0.07,69,0.00,0.00
112,珠寶及貴金屬製品,馬爾他,0.00,154,-100.00,0.00
112,珠寶及貴金屬製品,帛琉,0.00,155,-100.00,0.00
112,珠寶及貴金屬製品,宏都拉斯,0.00,156,-100.00,0.00
112,珠寶及貴金屬製品,哥倫比亞,0.00,157,-100.00,0.00
112,珠寶及貴金屬製品,模里西斯,0.00,158,-100.00,0.00
112,珠寶及貴金屬製品,智利,0.00,159,-100.00,0.00
112,珠寶及貴金屬製品,巴拿馬,0.00,160,-100.00,0.00
112,珠寶及貴金屬製品,盧森堡,0.00,161,-100.00,0.00
112,珠寶及貴金屬製品,哈薩克,0.00,162,-100.00,0.00
112,珠寶及貴金屬製品,瓜德魯普,0.00,163,-100.00,0.00
112,珠寶及貴金屬製品,荷屬聖馬丁,0.00,164,-100.00,0.00
112,珠寶及貴金屬製品,古拉索,0.00,165,-100.00,0.00
112,珠寶及貴金屬製品,斯洛維尼亞,0.00,166,-100.00,0.00
112,珠寶及貴金屬製品,留尼旺,0.00,167,-100.00,0.00
112,珠寶及貴金屬製品,冰島,0.00,168,-100.00,0.00
112,珠寶及貴金屬製品,阿魯巴,0.00,169,-100.00,0.00
112,珠寶及貴金屬製品,拉脫維亞,0.00,170,-100.00,0.00
112,紡織品,越南,1734895.71,1,-26.47,26.16
112,紡織品,中國大陸,926143.26,2,-26.36,13.96
112,紡織品,美國,594745.82,3,-24.83,8.97
112,紡織品,印尼,409112.70,4,-24.20,6.17
112,紡織品,柬埔寨,292708.82,5,-32.05,4.41
112,紡織品,日本,278652.86,6,-14.17,4.20
112,紡織品,泰國,218009.36,7,-30.80,3.29
112,紡織品,孟加拉,215081.48,8,-28.73,3.24
112,紡織品,香港,214259.50,9,-23.88,3.23
112,紡織品,菲律賓,133633.62,10,-21.21,2.01
112,紡織品,斯里蘭卡,130556.44,11,-35.95,1.97
112,紡織品,約旦,119765.31,12,-30.66,1.81
112,紡織品,墨西哥,104216.33,13,-13.88,1.57
112,紡織品,印度,96491.75,14,-30.66,1.45
112,紡織品,巴西,69644.41,15,-9.71,1.05
112,紡織品,德國,61925.51,16,-25.29,0.93
112,紡織品,南韓,52086.08,17,-28.19,0.79
112,紡織品,英國,50423.77,18,-12.29,0.76
112,紡織品,阿拉伯聯合大公國,49972.30,19,-13.62,0.75
112,紡織品,緬甸,48943.89,20,-28.99,0.74
112,紡織品,澳大利亞,48322.76,21,-17.72,0.73
112,紡織品,加拿大,46140.19,22,-32.26,0.70
112,紡織品,義大利,41764.82,23,-22.72,0.63
112,紡織品,沙烏地阿拉伯,39782.15,24,35.58,0.60
112,紡織品,巴基斯坦,39710.01,25,-37.89,0.60
112,紡織品,馬來西亞,38625.33,26,-23.52,0.58
112,紡織品,土耳其,32903.28,27,1.60,0.50
112,紡織品,荷蘭,32258.12,28,-18.10,0.49
112,紡織品,埃及,30199.42,29,-12.59,0.46
112,紡織品,法國,25973.94,30,-2.34,0.39
112,紡織品,比利時,23286.59,31,-2.17,0.35
112,紡織品,賴索托,20455.37,32,-42.89,0.31
112,紡織品,新加坡,19242.93,33,-36.06,0.29
112,紡織品,多明尼加,18462.79,34,-17.11,0.28
112,紡織品,西班牙,18462.61,35,-24.80,0.28
112,紡織品,波蘭,17783.12,36,31.04,0.27
112,紡織品,肯亞,17016.70,37,-7.34,0.26
112,紡織品,俄羅斯,17008.10,38,3.62,0.26
112,紡織品,南非,16758.74,39,-30.70,0.25
112,紡織品,厄瓜多,15087.58,40,7.24,0.23
112,紡織品,以色列,13070.08,41,-23.35,0.20
112,紡織品,紐西蘭,12973.84,42,-21.63,0.20
112,紡織品,其他國家,11407.64,43,-14.27,0.17
112,紡織品,秘魯,10241.98,44,-12.64,0.15
112,紡織品,吉布地,9801.67,45,-32.57,0.15
112,紡織品,馬達加斯加,9764.25,46,-30.31,0.15
112,紡織品,哥倫比亞,9653.40,47,-39.70,0.15
112,紡織品,宏都拉斯,9601.22,48,3.35,0.14
112,紡織品,智利,8098.48,49,-30.33,0.12
112,紡織品,馬紹爾群島共和國,7909.38,50,-28.21,0.12
112,紡織品,瑞典,7512.24,51,-31.62,0.11
112,紡織品,阿根廷,7420.84,52,-18.82,0.11
112,紡織品,捷克,7115.26,53,-3.80,0.11
112,紡織品,摩洛哥,6752.69,54,1.55,0.10
112,紡織品,巴拿馬,6451.44,55,-32.18,0.10
112,紡織品,瓜地馬拉,6174.26,56,15.22,0.09
112,紡織品,羅馬尼亞,5981.78,57,15.58,0.09
112,紡織品,尼加拉瓜,5930.21,58,-38.64,0.09
112,紡織品,葡萄牙,5234.34,59,4.14,0.08
112,紡織品,立陶宛,5200.17,60,52.93,0.08
112,紡織品,斯洛維尼亞,4721.14,61,2.58,0.07
112,紡織品,薩爾瓦多,4345.09,62,-57.83,0.07
112,紡織品,迦納,4283.79,63,557.21,0.06
112,紡織品,寮國,4282.53,64,-3.32,0.06
112,紡織品,海地,3978.18,65,-70.53,0.06
112,紡織品,丹麥,3875.20,66,-14.36,0.06
112,紡織品,科威特,3692.63,67,-3.05,0.06
112,紡織品,瑞士,3688.45,68,-9.48,0.06
112,紡織品,愛沙尼亞,3448.37,69,-20.98,0.05
112,紡織品,芬蘭,3173.70,70,-15.34,0.05
112,紡織品,希臘,2968.27,71,-10.90,0.04
112,紡織品,蒙特內哥羅,2615.03,72,-65.54,0.04
112,紡織品,拉脫維亞,2558.34,73,-9.46,0.04
112,紡織品,突尼西亞,2472.64,74,-29.12,0.04
112,紡織品,巴拉圭,2459.68,75,1.37,0.04
112,紡織品,匈牙利,2235.67,76,-30.33,0.03
112,紡織品,奧地利,2144.05,77,-19.81,0.03
112,紡織品,保加利亞,2098.03,78,-43.30,0.03
112,紡織品,史瓦帝尼,2093.52,79,4.83,0.03
112,紡織品,坦尚尼亞,2085.51,80,17.37,0.03
112,紡織品,伊朗,1921.59,81,-51.91,0.03
112,紡織品,吉里巴斯,1859.01,82,7400.95,0.03
112,紡織品,密克羅尼西亞,1805.15,83,26.04,0.03
112,紡織品,奈及利亞,1757.92,84,-33.54,0.03
112,紡織品,千里達及托巴哥,1755.75,85,22.26,0.03
112,紡織品,阿曼,1741.23,86,198.40,0.03
112,紡織品,斐濟,1709.82,87,17.57,0.03
112,紡織品,牙買加,1680.03,88,41.97,0.03
112,紡織品,挪威,1565.73,89,-58.17,0.02
112,紡織品,波多黎各,1528.46,90,24.22,0.02
112,紡織品,澳門,1465.15,91,36.12,0.02
112,紡織品,阿爾及利亞,1429.64,92,68.54,0.02
112,紡織品,委內瑞拉,1373.50,93,-57.09,0.02
112,紡織品,哥斯大黎加,1347.93,94,-24.52,0.02
112,紡織品,模里西斯,1269.59,95,-18.88,0.02
112,紡織品,白俄羅斯,1222.30,96,43.14,0.02
112,紡織品,愛爾蘭,1207.60,97,-14.20,0.02
112,紡織品,伊拉克,1056.94,98,1.31,0.02
112,紡織品,蒙古,920.01,99,-37.34,0.01
112,紡織品,巴布亞紐幾內亞,830.52,100,253.30,0.01
112,紡織品,多哥,758.50,101,9.65,0.01
112,紡織品,莫三比克,707.29,102,-55.02,0.01
112,紡織品,黎巴嫩,678.07,103,-48.86,0.01
112,紡織品,蓋亞那,670.51,104,14.34,0.01
112,紡織品,馬爾他,647.09,105,-5.96,0.01
112,紡織品,蘇利南,524.40,106,-10.94,0.01
112,紡織品,尼泊爾,520.79,107,-33.45,0.01
112,紡織品,美屬薩摩亞,466.80,108,0.00,0.01
112,紡織品,敘利亞,416.34,109,0.19,0.01
112,紡織品,克羅埃西亞,407.64,110,-45.48,0.01
112,紡織品,斯洛伐克,403.67,111,-34.63,0.01
112,紡織品,巴貝多,397.27,112,95.23,0.01
112,紡織品,喬治亞,357.22,113,-34.05,0.01
112,紡織品,巴林,353.52,114,12.18,0.01
112,紡織品,利比亞,337.48,115,-24.96,0.01
112,紡織品,烏克蘭,293.56,116,-52.42,0.00
112,紡織品,貝里斯,276.45,117,99.82,0.00
112,紡織品,象牙海岸,276.10,118,-72.73,0.00
112,紡織品,卡達,269.72,119,-49.82,0.00
112,紡織品,索馬利亞,251.38,120,-47.76,0.00
112,紡織品,烏拉圭,236.63,121,-60.86,0.00
112,紡織品,查德,220.30,122,0.00,0.00
112,紡織品,北馬其頓,206.91,123,273.26,0.00
112,紡織品,塞內加爾,206.02,124,55.33,0.00
112,紡織品,賽普勒斯,198.25,125,-19.12,0.00
112,紡織品,阿爾巴尼亞,197.73,126,57.12,0.00
112,紡織品,塞爾維亞,192.26,127,699.54,0.00
112,紡織品,貝南,168.11,128,63.78,0.00
112,紡織品,辛巴威,165.87,129,-23.21,0.00
112,紡織品,衣索比亞,164.63,130,-60.94,0.00
112,紡織品,汶萊,162.83,131,-15.71,0.00
112,紡織品,剛果民主共和國,159.39,132,6031.19,0.00
112,紡織品,哈薩克,147.89,133,483.65,0.00
112,紡織品,薩摩亞,142.02,134,-39.45,0.00
112,紡織品,冰島,122.12,135,-27.18,0.00
112,紡織品,古巴,116.79,136,-53.08,0.00
112,紡織品,聖文森及格瑞納丁,111.48,137,7224.14,0.00
112,紡織品,關島,107.55,138,-19.38,0.00
112,紡織品,帛琉,101.80,139,-51.38,0.00
112,紡織品,烏茲別克,88.72,140,-83.53,0.00
112,紡織品,開曼群島,86.86,141,0.00,0.00
112,紡織品,喀麥隆,86.68,142,-30.94,0.00
112,紡織品,葉門,75.13,143,-74.54,0.00
112,紡織品,東帝汶,67.99,144,86.18,0.00
112,紡織品,玻利維亞,57.07,145,-20.40,0.00
112,紡織品,安哥拉,46.32,146,-38.80,0.00
112,紡織品,紐喀里多尼亞,43.24,147,62.01,0.00
112,紡織品,聖露西亞,42.95,148,-58.04,0.00
112,紡織品,馬拉威,34.58,149,-83.93,0.00
112,紡織品,百慕達,33.57,150,0.00,0.00
112,紡織品,馬利,33.18,151,33.97,0.00
112,紡織品,巴哈馬,33.15,152,17502.92,0.00
112,紡織品,萬那杜,26.37,153,-89.00,0.00
112,紡織品,索羅門群島,26.24,154,18.91,0.00
112,紡織品,馬爾地夫,25.19,155,77.08,0.00
112,紡織品,東加,23.62,156,-81.97,0.00
112,紡織品,幾內亞,22.93,157,-27.85,0.00
112,紡織品,獅子山,16.27,158,-91.30,0.00
112,紡織品,大溪地,15.56,159,96.62,0.00
112,紡織品,格瑞那達,14.00,160,0.00,0.00
112,紡織品,列支敦斯登,12.92,161,0.00,0.00
112,紡織品,塞席爾,12.16,162,9393.91,0.00
112,紡織品,亞美尼亞,11.80,163,0.00,0.00
112,紡織品,留尼旺,10.02,164,-7.08,0.00
112,紡織品,納米比亞,7.26,165,-81.37,0.00
112,紡織品,北馬里亞納群島,7.09,166,1.18,0.00
112,紡織品,曼島,7.09,167,0.00,0.00
112,紡織品,亞塞拜然,6.38,168,0.00,0.00
112,紡織品,吐瓦魯,6.26,169,-43.95,0.00
112,紡織品,摩納哥,5.19,170,64.31,0.00
112,紡織品,蘇丹,4.38,171,-85.82,0.00
112,紡織品,美屬維京群島,4.29,172,-34.66,0.00
112,紡織品,剛果,4.22,173,0.00,0.00
112,紡織品,古拉索,4.02,174,-71.85,0.00
112,紡織品,烏干達,3.72,175,-97.34,0.00
112,紡織品,甘比亞,3.40,176,-44.43,0.00
112,紡織品,法屬玻里尼西亞,2.90,177,-97.40,0.00
112,紡織品,摩爾多瓦,2.39,178,1619.28,0.00
112,紡織品,盧森堡,2.26,179,-89.95,0.00
112,紡織品,法屬聖馬丁,1.93,180,0.00,0.00
112,紡織品,諾魯,1.74,181,-80.80,0.00
112,紡織品,巴勒斯坦,1.33,182,0.00,0.00
112,紡織品,尚比亞,1.18,183,-97.79,0.00
112,紡織品,聖克里斯多福,0.84,184,-90.26,0.00
112,紡織品,安圭拉,0.60,185,0.00,0.00
112,紡織品,馬約特,0.13,186,30.99,0.00
112,紡織品,吉爾吉斯,0.09,187,-78.61,0.00
112,紡織品,荷屬聖馬丁,0.07,188,0.00,0.00
112,紡織品,渥里斯及伏塔那,0.03,189,0.00,0.00
112,紡織品,波士尼亞及赫塞哥維納,0.00,232,-100.00,0.00
112,紡織品,庫克群島,0.00,233,-100.00,0.00
112,紙漿；紙及其製品；印刷品,中國大陸,612665.57,1,-14.10,33.48
112,紙漿；紙及其製品；印刷品,美國,252165.54,2,-15.77,13.78
112,紙漿；紙及其製品；印刷品,越南,141031.86,3,-28.46,7.71
112,紙漿；紙及其製品；印刷品,澳大利亞,81479.67,4,-7.67,4.45
112,紙漿；紙及其製品；印刷品,日本,74361.85,5,-7.79,4.06
112,紙漿；紙及其製品；印刷品,泰國,73551.02,6,-14.45,4.02
112,紙漿；紙及其製品；印刷品,香港,69848.31,7,-10.06,3.82
112,紙漿；紙及其製品；印刷品,馬來西亞,67516.20,8,-33.11,3.69
112,紙漿；紙及其製品；印刷品,南韓,52956.65,9,-17.98,2.89
112,紙漿；紙及其製品；印刷品,印尼,47595.03,10,-17.11,2.60
112,紙漿；紙及其製品；印刷品,印度,43843.88,11,-16.69,2.40
112,紙漿；紙及其製品；印刷品,菲律賓,42525.08,12,-19.89,2.32
112,紙漿；紙及其製品；印刷品,孟加拉,27993.82,13,-29.71,1.53
112,紙漿；紙及其製品；印刷品,義大利,21985.57,14,-5.33,1.20
112,紙漿；紙及其製品；印刷品,柬埔寨,20382.85,15,-28.69,1.11
112,紙漿；紙及其製品；印刷品,新加坡,20214.91,16,-13.24,1.10
112,紙漿；紙及其製品；印刷品,西班牙,19157.11,17,68.24,1.05
112,紙漿；紙及其製品；印刷品,加拿大,14872.24,18,-10.13,0.81
112,紙漿；紙及其製品；印刷品,墨西哥,11110.43,19,-6.87,0.61
112,紙漿；紙及其製品；印刷品,德國,11063.78,20,-42.74,0.60
112,紙漿；紙及其製品；印刷品,荷蘭,10231.79,21,-4.94,0.56
112,紙漿；紙及其製品；印刷品,英國,8589.68,22,-7.72,0.47
112,紙漿；紙及其製品；印刷品,緬甸,8404.49,23,9.26,0.46
112,紙漿；紙及其製品；印刷品,約旦,8045.94,24,-21.05,0.44
112,紙漿；紙及其製品；印刷品,紐西蘭,6490.85,25,-11.53,0.35
112,紙漿；紙及其製品；印刷品,巴西,6319.41,26,-32.36,0.35
112,紙漿；紙及其製品；印刷品,哥倫比亞,5361.81,27,12.76,0.29
112,紙漿；紙及其製品；印刷品,斯里蘭卡,5023.29,28,-35.65,0.27
112,紙漿；紙及其製品；印刷品,阿拉伯聯合大公國,4671.79,29,-27.49,0.26
112,紙漿；紙及其製品；印刷品,土耳其,4386.09,30,-30.91,0.24
112,紙漿；紙及其製品；印刷品,智利,3739.33,31,36.06,0.20
112,紙漿；紙及其製品；印刷品,法國,2787.86,32,-34.76,0.15
112,紙漿；紙及其製品；印刷品,南非,2638.63,33,-4.48,0.14
112,紙漿；紙及其製品；印刷品,以色列,2600.88,34,-40.84,0.14
112,紙漿；紙及其製品；印刷品,斐濟,2593.19,35,-39.47,0.14
112,紙漿；紙及其製品；印刷品,巴基斯坦,2417.08,36,-9.36,0.13
112,紙漿；紙及其製品；印刷品,阿根廷,1962.26,37,-56.90,0.11
112,紙漿；紙及其製品；印刷品,秘魯,1891.25,38,-35.46,0.10
112,紙漿；紙及其製品；印刷品,瑞典,1798.47,39,-19.34,0.10
112,紙漿；紙及其製品；印刷品,薩爾瓦多,1502.29,40,-20.87,0.08
112,紙漿；紙及其製品；印刷品,沙烏地阿拉伯,1337.58,41,-54.03,0.07
112,紙漿；紙及其製品；印刷品,俄羅斯,1307.95,42,36.19,0.07
112,紙漿；紙及其製品；印刷品,哥斯大黎加,1298.45,43,3.09,0.07
112,紙漿；紙及其製品；印刷品,埃及,1240.11,44,-71.10,0.07
112,紙漿；紙及其製品；印刷品,保加利亞,1201.01,45,-46.19,0.07
112,紙漿；紙及其製品；印刷品,關島,1106.62,46,22.30,0.06
112,紙漿；紙及其製品；印刷品,肯亞,994.17,47,22.63,0.05
112,紙漿；紙及其製品；印刷品,塞席爾,860.01,48,-21.71,0.05
112,紙漿；紙及其製品；印刷品,莫三比克,825.74,49,109.58,0.05
112,紙漿；紙及其製品；印刷品,波蘭,805.59,50,9.24,0.04
112,紙漿；紙及其製品；印刷品,瓜地馬拉,798.77,51,-19.09,0.04
112,紙漿；紙及其製品；印刷品,奈及利亞,798.12,52,-36.07,0.04
112,紙漿；紙及其製品；印刷品,奧地利,765.31,53,-14.10,0.04
112,紙漿；紙及其製品；印刷品,澳門,752.16,54,69.75,0.04
112,紙漿；紙及其製品；印刷品,葡萄牙,737.82,55,-16.56,0.04
112,紙漿；紙及其製品；印刷品,喀麥隆,707.62,56,-15.09,0.04
112,紙漿；紙及其製品；印刷品,羅馬尼亞,683.89,57,-32.97,0.04
112,紙漿；紙及其製品；印刷品,厄瓜多,680.87,58,-88.31,0.04
112,紙漿；紙及其製品；印刷品,多明尼加,671.57,59,-22.24,0.04
112,紙漿；紙及其製品；印刷品,巴拿馬,633.12,60,-7.41,0.03
112,紙漿；紙及其製品；印刷品,愛爾蘭,586.34,61,-15.75,0.03
112,紙漿；紙及其製品；印刷品,比利時,561.62,62,-13.47,0.03
112,紙漿；紙及其製品；印刷品,尼泊爾,512.74,63,-29.54,0.03
112,紙漿；紙及其製品；印刷品,賴索托,507.76,64,-42.40,0.03
112,紙漿；紙及其製品；印刷品,斯洛伐克,504.94,65,562.24,0.03
112,紙漿；紙及其製品；印刷品,汶萊,487.49,66,-66.68,0.03
112,紙漿；紙及其製品；印刷品,馬達加斯加,472.46,67,438.62,0.03
112,紙漿；紙及其製品；印刷品,伊朗,459.47,68,88.95,0.03
112,紙漿；紙及其製品；印刷品,丹麥,448.61,69,-7.28,0.02
112,紙漿；紙及其製品；印刷品,牙買加,432.65,70,167.21,0.02
112,紙漿；紙及其製品；印刷品,馬紹爾群島共和國,431.83,71,13.90,0.02
112,紙漿；紙及其製品；印刷品,宏都拉斯,422.60,72,-34.55,0.02
112,紙漿；紙及其製品；印刷品,巴拉圭,349.00,73,37.23,0.02
112,紙漿；紙及其製品；印刷品,幾內亞,327.19,74,43.64,0.02
112,紙漿；紙及其製品；印刷品,模里西斯,312.74,75,-5.97,0.02
112,紙漿；紙及其製品；印刷品,摩洛哥,310.88,76,0.00,0.02
112,紙漿；紙及其製品；印刷品,坦尚尼亞,306.51,77,15.51,0.02
112,紙漿；紙及其製品；印刷品,尼加拉瓜,298.60,78,-38.00,0.02
112,紙漿；紙及其製品；印刷品,匈牙利,288.52,79,-12.60,0.02
112,紙漿；紙及其製品；印刷品,波多黎各,268.06,80,38.24,0.01
112,紙漿；紙及其製品；印刷品,迦納,265.12,81,36.12,0.01
112,紙漿；紙及其製品；印刷品,其他國家,262.79,82,88.30,0.01
112,紙漿；紙及其製品；印刷品,蘇利南,247.93,83,64.92,0.01
112,紙漿；紙及其製品；印刷品,捷克,247.15,84,-42.29,0.01
112,紙漿；紙及其製品；印刷品,瑞士,233.46,85,-5.89,0.01
112,紙漿；紙及其製品；印刷品,巴布亞紐幾內亞,225.42,86,7.27,0.01
112,紙漿；紙及其製品；印刷品,斯洛維尼亞,215.42,87,54.28,0.01
112,紙漿；紙及其製品；印刷品,海地,210.06,88,-57.46,0.01
112,紙漿；紙及其製品；印刷品,帛琉,187.57,89,14.43,0.01
112,紙漿；紙及其製品；印刷品,葉門,183.01,90,123.27,0.01
112,紙漿；紙及其製品；印刷品,史瓦帝尼,182.27,91,-26.36,0.01
112,紙漿；紙及其製品；印刷品,科威特,179.10,92,43.95,0.01
112,紙漿；紙及其製品；印刷品,突尼西亞,175.37,93,-26.42,0.01
112,紙漿；紙及其製品；印刷品,芬蘭,167.67,94,6.03,0.01
112,紙漿；紙及其製品；印刷品,立陶宛,163.49,95,-41.74,0.01
112,紙漿；紙及其製品；印刷品,貝南,157.35,96,99.50,0.01
112,紙漿；紙及其製品；印刷品,挪威,144.86,97,-29.84,0.01
112,紙漿；紙及其製品；印刷品,蒙古,143.76,98,-18.57,0.01
112,紙漿；紙及其製品；印刷品,吉布地,133.73,99,-46.34,0.01
112,紙漿；紙及其製品；印刷品,阿曼,128.91,100,70.76,0.01
112,紙漿；紙及其製品；印刷品,烏拉圭,117.23,101,-39.83,0.01
112,紙漿；紙及其製品；印刷品,希臘,113.55,102,-7.33,0.01
112,紙漿；紙及其製品；印刷品,留尼旺,113.22,103,-40.13,0.01
112,紙漿；紙及其製品；印刷品,多哥,79.60,104,0.00,0.00
112,紙漿；紙及其製品；印刷品,烏干達,78.66,105,252.82,0.00
112,紙漿；紙及其製品；印刷品,阿爾及利亞,73.02,106,-20.01,0.00
112,紙漿；紙及其製品；印刷品,衣索比亞,72.08,107,-45.43,0.00
112,紙漿；紙及其製品；印刷品,土克斯及開科斯群島,64.07,108,78.82,0.00
112,紙漿；紙及其製品；印刷品,卡達,58.60,109,-74.97,0.00
112,紙漿；紙及其製品；印刷品,開曼群島,52.00,110,0.00,0.00
112,紙漿；紙及其製品；印刷品,巴林,51.24,111,-60.44,0.00
112,紙漿；紙及其製品；印刷品,愛沙尼亞,48.47,112,-59.96,0.00
112,紙漿；紙及其製品；印刷品,拉脫維亞,43.81,113,-46.31,0.00
112,紙漿；紙及其製品；印刷品,千里達及托巴哥,43.21,114,787.78,0.00
112,紙漿；紙及其製品；印刷品,東加,39.79,115,-5.22,0.00
112,紙漿；紙及其製品；印刷品,密克羅尼西亞,38.52,116,95.23,0.00
112,紙漿；紙及其製品；印刷品,喬治亞,36.31,117,583.87,0.00
112,紙漿；紙及其製品；印刷品,貝里斯,36.23,118,3090.92,0.00
112,紙漿；紙及其製品；印刷品,烏克蘭,33.33,119,-39.26,0.00
112,紙漿；紙及其製品；印刷品,法屬玻里尼西亞,25.70,120,-80.72,0.00
112,紙漿；紙及其製品；印刷品,盧森堡,25.22,121,19.83,0.00
112,紙漿；紙及其製品；印刷品,利比亞,23.89,122,281.54,0.00
112,紙漿；紙及其製品；印刷品,黎巴嫩,21.14,123,-73.86,0.00
112,紙漿；紙及其製品；印刷品,克羅埃西亞,20.81,124,-76.33,0.00
112,紙漿；紙及其製品；印刷品,馬拉威,17.74,125,0.00,0.00
112,紙漿；紙及其製品；印刷品,吉里巴斯,15.96,126,-32.29,0.00
112,紙漿；紙及其製品；印刷品,哈薩克,15.43,127,9223.75,0.00
112,紙漿；紙及其製品；印刷品,蓋亞那,15.40,128,6.86,0.00
112,紙漿；紙及其製品；印刷品,美屬維京群島,13.84,129,3.94,0.00
112,紙漿；紙及其製品；印刷品,吉爾吉斯,12.64,130,0.00,0.00
112,紙漿；紙及其製品；印刷品,百慕達,12.52,131,-31.49,0.00
112,紙漿；紙及其製品；印刷品,伊拉克,11.74,132,-50.39,0.00
112,紙漿；紙及其製品；印刷品,寮國,11.02,133,-73.31,0.00
112,紙漿；紙及其製品；印刷品,象牙海岸,10.86,134,-66.52,0.00
112,紙漿；紙及其製品；印刷品,賽普勒斯,10.54,135,-71.27,0.00
112,紙漿；紙及其製品；印刷品,白俄羅斯,9.93,136,-67.97,0.00
112,紙漿；紙及其製品；印刷品,薩摩亞,9.16,137,50.22,0.00
112,紙漿；紙及其製品；印刷品,馬爾地夫,6.90,138,85.95,0.00
112,紙漿；紙及其製品；印刷品,玻利維亞,5.43,139,-18.34,0.00
112,紙漿；紙及其製品；印刷品,聖露西亞,5.41,140,1691.65,0.00
112,紙漿；紙及其製品；印刷品,塞內加爾,5.17,141,107.42,0.00
112,紙漿；紙及其製品；印刷品,阿爾巴尼亞,4.89,142,4834.38,0.00
112,紙漿；紙及其製品；印刷品,巴勒斯坦,4.70,143,553.32,0.00
112,紙漿；紙及其製品；印刷品,布吉納法索,4.23,144,98.21,0.00
112,紙漿；紙及其製品；印刷品,塞爾維亞,3.95,145,-30.43,0.00
112,紙漿；紙及其製品；印刷品,尚比亞,3.62,146,5667.68,0.00
112,紙漿；紙及其製品；印刷品,巴哈馬,3.60,147,373.90,0.00
112,紙漿；紙及其製品；印刷品,安哥拉,3.48,148,396.66,0.00
112,紙漿；紙及其製品；印刷品,冰島,2.64,149,-43.23,0.00
112,紙漿；紙及其製品；印刷品,馬爾他,2.53,150,30.22,0.00
112,紙漿；紙及其製品；印刷品,紐喀里多尼亞,2.53,151,40.94,0.00
112,紙漿；紙及其製品；印刷品,烏茲別克,2.18,152,-27.19,0.00
112,紙漿；紙及其製品；印刷品,盧安達,1.94,153,-55.11,0.00
112,紙漿；紙及其製品；印刷品,荷屬聖馬丁,1.50,154,0.00,0.00
112,紙漿；紙及其製品；印刷品,古拉索,1.30,155,0.00,0.00
112,紙漿；紙及其製品；印刷品,辛巴威,1.30,156,313.28,0.00
112,紙漿；紙及其製品；印刷品,委內瑞拉,1.22,157,1592.95,0.00
112,紙漿；紙及其製品；印刷品,剛果民主共和國,0.68,158,0.00,0.00
112,紙漿；紙及其製品；印刷品,科索沃,0.66,159,0.00,0.00
112,紙漿；紙及其製品；印刷品,馬丁尼克,0.64,160,828.53,0.00
112,紙漿；紙及其製品；印刷品,吐瓦魯,0.56,161,0.00,0.00
112,紙漿；紙及其製品；印刷品,亞塞拜然,0.49,162,36.96,0.00
112,紙漿；紙及其製品；印刷品,安圭拉,0.48,163,0.00,0.00
112,紙漿；紙及其製品；印刷品,東帝汶,0.46,164,-79.76,0.00
112,紙漿；紙及其製品；印刷品,諾魯,0.42,165,-81.67,0.00
112,紙漿；紙及其製品；印刷品,蘇丹,0.39,166,-22.03,0.00
112,紙漿；紙及其製品；印刷品,索馬利亞,0.29,167,0.00,0.00
112,紙漿；紙及其製品；印刷品,納米比亞,0.23,168,77.88,0.00
112,紙漿；紙及其製品；印刷品,摩爾多瓦,0.23,169,-17.54,0.00
112,紙漿；紙及其製品；印刷品,美屬薩摩亞,0.13,170,0.00,0.00
112,紙漿；紙及其製品；印刷品,波士尼亞及赫塞哥維納,0.10,171,214.97,0.00
112,紙漿；紙及其製品；印刷品,北馬其頓,0.10,172,-86.21,0.00
112,紙漿；紙及其製品；印刷品,蒙特內哥羅,0.10,173,0.00,0.00
112,紙漿；紙及其製品；印刷品,加彭,0.07,174,0.00,0.00
112,紙漿；紙及其製品；印刷品,聖克里斯多福,0.06,175,-97.65,0.00
112,紙漿；紙及其製品；印刷品,馬約特,0.03,176,0.00,0.00
112,紙漿；紙及其製品；印刷品,大溪地,0.03,177,0.00,0.00
112,紙漿；紙及其製品；印刷品,萬那杜,0.03,178,0.00,0.00
112,紙漿；紙及其製品；印刷品,亞美尼亞,0.00,224,-100.00,0.00
112,紙漿；紙及其製品；印刷品,剛果,0.00,225,-100.00,0.00
112,紙漿；紙及其製品；印刷品,波札那,0.00,226,-100.00,0.00
112,紙漿；紙及其製品；印刷品,阿魯巴,0.00,227,-100.00,0.00
